28.680042,77.320085
28.680056,77.320118
28.680193,77.320237
28.680209,77.32025
28.680428,77.320489
28.680708,77.320721
28.681203,77.320821
28.681326,77.320917
28.681372,77.320933
28.68144,77.320983
28.681982,77.321197
28.681995,77.321216
28.682127,77.321321
28.682216,77.321493
28.682227,77.321673
28.682294,77.321812
28.682314,77.322205
28.682404,77.322284
28.682648,77.322313
28.682761,77.32233
28.682928,77.322369
28.682932,77.32245
28.682934,77.322686
28.683139,77.322728
28.683159,77.322893
28.683218,77.323072
28.683288,77.323145
28.683395,77.323179
28.683525,77.323268
28.68359,77.323291
28.683593,77.32356
28.683635,77.323781
28.683738,77.323802
28.684015,77.323946
28.684082,77.324014
28.684108,77.324411
28.684168,77.324435
28.684453,77.324543
28.684678,77.324601
28.685018,77.324781
28.685071,77.324861
28.685078,77.324984
28.685079,77.324987
28.685192,77.32527
28.685456,77.325292
28.685545,77.325465
28.685621,77.325498
28.685625,77.325589
28.685651,77.325666
28.685663,77.325667
28.685744,77.325784
28.6858,77.325882
28.685881,77.325905
28.685893,77.325952
28.68595,77.326042
28.685969,77.326046
28.686174,77.326048
28.686229,77.326262
28.686261,77.326335
28.686273,77.326348
28.686366,77.326407
28.686472,77.326495
28.686573,77.326518
28.686619,77.326629
28.6867,77.326697
28.686709,77.326711
28.686797,77.326986
28.686821,77.32709
28.686932,77.327168
28.687054,77.327266
28.687121,77.327267
28.687153,77.32728
28.68716,77.327384
28.68716,77.327448
28.687272,77.327473
28.687373,77.327674
28.687463,77.32775
28.687648,77.327866
28.68798,77.327959
28.688005,77.328019
28.688024,77.328188
28.688197,77.328218
28.688235,77.328242
28.688344,77.328362
28.688364,77.328577
28.688478,77.328804
28.688578,77.328875
28.688809,77.328916
28.688961,77.329185
28.689062,77.3292
28.689066,77.329296
28.689255,77.329341
28.689277,77.329462
28.689307,77.329637
28.689318,77.329672
28.689383,77.329786
28.689642,77.329892
28.689695,77.329952
28.689843,77.329974
28.689989,77.329978
